"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","Institute Type","State"
"Visvesvaraya National Institute of Technology, Nagpur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6143", "6143","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "7759", "8727","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "11414", "14065","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "914", "914","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3728", "4984","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7616", "8180","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1384", "1658","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2043", "2043","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "34720", "48403","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "44030", "60477","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "8175", "9053","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "11241", "11241","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "14845", "17234","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "20126", "22599","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "6982", "9017","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "7810", "7810","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3773", "5279","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "7900", "7900","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "38275", "43133","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "44833", "50964","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1945", "1945","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6880", "7476","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "9085", "9694","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "12461", "14324","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17745", "19449","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7383", "7921","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "8582", "8832","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2094", "2096","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3090", "3090","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "43611", "52243","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "49879", "60600","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "9342", "9356","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "17250", "18017","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "23238", "25523","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "9101", "10284","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "9444", "9444","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "5321", "6458","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "44192", "48145","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "55105", "55128","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7818", "8353","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "14398", "15440","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "19777", "20532","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7314", "7930","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "10470", "10470","NIT","Maharashtra"
"Visvesvaraya National Institute of Technology, Nagpur", "Mining Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2594", "2939","NIT","Maharashtra"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "54285", "57872","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "59825", "59825","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1926", "1926","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "9586", "9586","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "10846", "10846","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "17386", "17837","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "20762", "20762","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4194", "8448","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3451", "3451","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "53418", "54146","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "44929", "51515","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "9034", "9034","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "17382", "18248","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17812", "17812","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "8275", "9188","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Bio Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "3359", "3359","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "44271", "50628","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "44552", "50720","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "8495", "8495","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "16655", "17275","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "19154", "19154","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "7770", "8939","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3184", "3184","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "43510", "43864","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "43813", "43813","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "2547", "2547","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7475", "7475","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8875", "8875","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "14504", "15226","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17478", "17478","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7201", "7948","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2804", "2804","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "40588", "51996","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "38879", "47245","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1508", "1508","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "8469", "8621","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "9008", "9008","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "15544", "17460","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "20633", "20633","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "802", "802","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "6212", "6703","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "5085", "5085","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1234", "2087","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "44645", "50232","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "49330", "57229","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "8528", "8556","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "9697", "9697","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "15636", "16837","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "20528", "20528","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6442", "7820","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7715", "7715","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2101", "2694","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "11812", "19558","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "12616", "19909","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "466", "466","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "2991", "3214","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "3168", "3168","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "4868", "5462","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "5518", "6678","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "2489", "3348","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "3303", "3303","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC (PwD)", "Gender-Neutral", "41", "41","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "793", "904","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2170", "2170","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "11839", "17272","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "21678", "23150","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "739", "739","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2575", "2614","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "3725", "3725","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "122", "122","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "4913", "6164","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "9160", "10208","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "291", "291","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2197", "3054","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "2098", "2098","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "850", "1159","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "1324", "1324","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "25005", "36848","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "31961", "37950","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1758", "1758","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "5798", "5973","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "6328", "6328","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "10773", "12273","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "11831", "12307","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "749", "749","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4520", "6191","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "5857", "5857","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "2212", "2212","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2341", "2341","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "25878", "33347","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "34922", "38642","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1561", "1561","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5461", "5632","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7094", "7094","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "300", "300","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "9507", "11832","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "12519", "14485","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3561", "5471","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6070", "6070","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1563", "1901","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2453", "2453","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "17703", "24983","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "23007", "28711","NIT","Andhra Pradesh"
"National Institute of Technology, Andhra Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "889", "889","NIT","Andhra Pradesh"
