"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","Institute Type","State"
"National Institute of Technology Durgapur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "8829", "9991","NIT","West Bengal"
"National Institute of Technology Durgapur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "15751", "16728","NIT","West Bengal"
"National Institute of Technology Durgapur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4756", "5894","NIT","West Bengal"
"National Institute of Technology Durgapur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7410", "8498","NIT","West Bengal"
"National Institute of Technology Durgapur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1599", "1938","NIT","West Bengal"
"National Institute of Technology Durgapur", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2361", "2665","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "40319", "48577","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "49454", "54965","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1742", "1742","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "7870", "8687","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "15515", "15515","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "21977", "27406","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "35498", "35498","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "5912", "6843","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "10211", "10211","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "5941", "5941","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "7280", "7280","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "40669", "48099","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "52348", "56482","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7921", "7990","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "9320", "9320","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "13833", "15469","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "19672", "19672","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7127", "8009","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "10048", "10048","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2776", "2838","NIT","West Bengal"
"National Institute of Technology Durgapur", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3447", "3447","NIT","West Bengal"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Gender-Neutral", "75025", "114874","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Female-only (including Supernumerary)", "83651", "83651","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "GO", "OBC-NCL", "Gender-Neutral", "70716", "126208","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "GO", "OBC-NCL", "Female-only (including Supernumerary)", "100835", "100835","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "62197", "62197","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "94339", "94339","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "44498", "47155","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "51203", "54176","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1603", "1603","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7652", "7652","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "14383", "15463","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17090", "17090","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5570", "7208","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "10449", "10449","NIT","Goa"
"National Institute of Technology Goa", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2005", "2005","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Gender-Neutral", "17553", "25176","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Female-only (including Supernumerary)", "21386", "21386","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "GO", "EWS", "Gender-Neutral", "6187", "42526","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "GO", "OBC-NCL", "Gender-Neutral", "22945", "39889","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "GO", "SC", "Gender-Neutral", "7869", "18042","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "GO", "SC", "Female-only (including Supernumerary)", "19407", "19407","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "GO", "ST", "Gender-Neutral", "3844", "3844","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "GO", "ST", "Female-only (including Supernumerary)", "6645", "6645","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "17250", "17250","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "4817", "4817","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "37393", "37393","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "8584", "12604","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "15118", "17146","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "1949", "1949","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "4135", "4740","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "4155", "4155","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "1979", "2655","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3129", "3129","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC (PwD)", "Gender-Neutral", "78", "78","NIT","Goa"
"National Institute of Technology Goa", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "236", "236","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Gender-Neutral", "41717", "70146","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "OPEN", "Female-only (including Supernumerary)", "46339", "46339","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "EWS", "Gender-Neutral", "84722", "84722","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "OBC-NCL", "Gender-Neutral", "44908", "45750","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "OBC-NCL", "Female-only (including Supernumerary)", "108732", "108732","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "GO", "ST", "Female-only (including Supernumerary)", "7215", "7215","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "45472", "45472","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "194400", "194400","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "34982", "34982","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "6485", "6485","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "22714", "24214","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "24446", "24446","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1128", "1128","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "3794", "3927","NIT","Goa"
"National Institute of Technology Goa", "Electrical and Electronics Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6199", "6199","NIT","Goa"
